content,content_clean,score,label,content_length,content_clean_length
"نجمة واحدة بسبب دعمكم لفئة مكروهة عالميا و بعد أسبوع سأحذف العبة إذا لم تتوقف عن دعم الشو ا ذ. و أتمنى من كل العرب و المسلمين أن يفعلو نفس الشيء و لتتذكرو "" من ترك شيء لله عوضه خيرا منه""",نجمة واحدة بسبب دعمكم لفئة مكروهة عالميا و بعد أسبوع سأحذف العبة إذا لم تتوقف عن دعم الشو ا ذ و أتمنى من كل العرب و المسلمين أن يفعلو نفس الشيء و لتتذكرو من ترك شيء لله عوضه خيرا منه,0,Neutral,41,40
Good,good,5,Positive,1,1
"Awful game , supports LGBTQ on r children's mind when there are only 2 genders to exist",aw game support lgbtq r children mind gender exist,6,Positive,17,9
Nice,nice,4,Positive,1,1
Zin Oo,zin oo,0,Neutral,2,2
Amazing game,amaz game,2,Positive,2,2
thid game is fun,thid game fun,2,Positive,4,3
Good game👍✨✨✨,good game,7,Positive,2,2
Sobrang ganda,sobrang ganda,-3,Negative,2,2
It is one of the best game ever,one best game ever,2,Positive,8,4
Coc downfall start form today bcz u support LGBTQ Officially at now 🤬🤬,coc downfal start form today bcz u support lgbtq offici,4,Positive,13,10
Ok,ok,4,Positive,1,1
Good,good,5,Positive,1,1
Great,great,3,Positive,1,1
Very good game 8 will start a series on my YouTube channel,good game start seri youtub channel,7,Positive,12,6
One star because you support LGBT🫠,one star support lgbt,4,Positive,6,4
Okay game but this game troops Ai worst 👎🏼,okay game game troop ai worst,8,Positive,9,6
worst game. gae game.,worst game gae game,4,Positive,4,4
Best game ever .....I just can't stop playing it,best game ever cant stop play,5,Positive,9,6
it's so good,good,5,Positive,3,1
Finally Good Bye .... Already uninstalled it... Why bro....?,final good bye alreadi uninstal bro,5,Positive,9,6
Please update builder base very brilliant concept I really love it,pleas updat builder base brilliant concept realli love,5,Positive,11,8
Super cool and I think it would be nice to get heroes faster,super cool think would nice get hero faster,9,Positive,13,8
I wish if they had kept football still,wish kept footbal still,0,Neutral,8,4
Kyit tal,kyit tal,0,Neutral,2,2
I hate this game my account got hacked And i tried to recover it from the in game management but otto is of no help I have got all the proofs that the account belongs to me I have purchases account registered with the game since I started playing but I'm unable to talk with an agent and I guess I won't be able to recover my lost account back sadly 0 stars,hate game account got hack tri recov game manag otto help got proof account belong purchas account regist game sinc start play im unabl talk agent guess wont abl recov lost account back sadli star,-10,Negative,73,35
good game,good game,7,Positive,2,2
Good,good,5,Positive,1,1
Enjoying,enjoy,3,Positive,1,1
Amazing games love it to play this game very nice 💯,amaz game love play game nice,13,Positive,11,6
I love the game❤️💞,love game,7,Positive,4,2
Brain test . i like it,brain test like,0,Neutral,6,3
",9999 fervent not fast downloading",fervent fast download,0,Neutral,5,3
Duration of update is too high ..Extremely time wasting game.you never find time wasting game like that. And cost of update also extremely high.completelly stupid game. unrealistic demand from game for update. non playable game.,durat updat high extrem time wast gamey never find time wast game like cost updat also extrem highcompletelli stupid game unrealist demand game updat non playabl game,8,Positive,35,27
BEWARE OF YOUR ACCIDENTALLY PURCHASE GEMS THEY NEVER REFUND AT ALL,bewar accident purchas gem never refund,0,Neutral,11,6
Nice 👍🙂,nice,4,Positive,2,1
"Good game, unless you have no patience",good game unless patienc,7,Positive,7,4
Grosser suchtfaktor man braucht sich. Nichts kaufen,grosser suchtfaktor man braucht sich nicht kaufen,-1,Negative,7,7
Unablr to recover old account.,unablr recov old account,0,Neutral,5,4
I been playing this since my childhood its agood game 🫶🏻 it takes time,play sinc childhood agood game take time,2,Positive,14,7
Bar bar upgrade,bar bar upgrad,0,Neutral,3,3
It is a tactic game and that's fun,tactic game that fun,2,Positive,8,4
I like this game,like game,2,Positive,4,2
Best experience game,best experi game,2,Positive,3,3
Nice game,nice game,6,Positive,2,2
Super 😁 fun 😁,super fun,3,Positive,4,2
Very nice game and it brings adventure to your mind.I installed it because Ronaldinho Gaucho has it and he is my role model.But the upgrading takes a very long time,nice game bring adventur mindi instal ronaldinho gaucho role modelbut upgrad take long time,6,Positive,30,14
"This is the game is so amazing,cool.but this problem is not network did not play this game.this game is upgrade defence and attack strategies.this is the cool of events.",game amazingcoolbut problem network play gamethi game upgrad defenc attack strategiesthi cool event,2,Positive,29,13
very nice,nice,4,Positive,2,1
It is the best game ever played,best game ever play,2,Positive,7,4
This game is so interesting I love this game and who all are reading this can download this game definitely....,game interest love game read download game definit,13,Positive,20,8
Really epic game Really love playing the game and I enjoy it a lot Keep up the good work Supercell,realli epic game realli love play game enjoy lot keep good work supercel,12,Positive,20,13
Give me coin 🪙👛,give coin,0,Neutral,4,2
Good job,good job,5,Positive,2,2
i love this game so much ❤️❤️❤️❤️❤️❤️❤️❤️❤️💖💜❤️💜💜💖💖💜💖💜💖💜💜💖💖💜💜💖💖,love game much,7,Positive,7,3
Mis match in Clan War League lol. Maybe next time match it by Town Hall,mi match clan war leagu lol mayb next time match town hall,-2,Negative,15,12
"Gusto kita miehl matagal na kaso di ko alam paano aamin dahil alam ko may iba ka ng mahal pero kahit di mo ako gusto ipaparamdam ko parin sayo ang pagmamahal ko at hinding hindi yun magbabago. Sa mga panahong malungkot ka,hinding hindi kita pababayaan wag mo sanang kakalimutan na may nagmamahal sayo.❤️",gusto kita miehl matag na kaso di ko alam paano aamin dahil alam ko may iba ka ng mahal pero kahit di mo ako gusto ipaparamdam ko parin sayo ang pagmamah ko hind hindi yun magbabago sa mga panahong malungkot kahind hindi kita pababayaan wag mo sanang kakalimutan na may nagmamah sayo,0,Neutral,53,52
this game is crashing continuously,game crash continu,-2,Negative,5,3
Give me item 😎😭😭😭😭😭😣,give item,-4,Negative,4,2
Really fun would recomand,realli fun would recomand,0,Neutral,4,4
The games improved but supercell has the worst support of all the game i am playing,game improv supercel worst support game play,8,Positive,16,7
I love this app,love app,5,Positive,4,2
Good game IAM very satisfied,good game iam satisfi,7,Positive,5,4
Best,best,0,Neutral,1,1
its a good game but its too long to upgerd and,good game long upgerd,7,Positive,11,4
It's a good game to timepass 😁😁,good game timepass,7,Positive,7,3
PERFECTION,perfect,0,Neutral,1,1
Plz reduce the timing of upgrade,plz reduc time upgrad,0,Neutral,6,4
Good,good,5,Positive,1,1
It's a perfect game,perfect game,2,Positive,4,2
Game is quite good but better if voice chat is added in it..,game quit good better voic chat ad,12,Positive,13,7
anything in th13 and higher is too expensive and take too long.,anyth th higher expens take long,0,Neutral,12,6
Good,good,5,Positive,1,1
this game is the BEST!,game best,2,Positive,5,2
I like this Game,like game,2,Positive,4,2
Nice,nice,4,Positive,1,1
Pretty🖤,pretti,0,Neutral,1,1
One of the best game,one best game,2,Positive,5,3
it's nice,nice,4,Positive,2,1
Good,good,5,Positive,1,1
A faceing big problem..,face big problem,-4,Negative,4,3
All is good,good,5,Positive,3,1
Good,good,5,Positive,1,1
The heroes have zero iq .in builder base my battle machine is breaking wall of town hall and when the wall is broken it go to crusher to get crushed.queen is a hero that u cannot expect anything from her. If u think the queen will go this she will go another side . If the wall is broken 4-6 tiles forward then also she will break the wall and in war this happen in front of inferno tower.warden -in recent update his iq was increased that it will not leave the group of troop but he was during attk.,hero zero iq builder base battl machin break wall town hall wall broken go crusher get crushedqueen hero u expect anyth u think queen go go anoth side wall broken tile forward also break wall war happen front inferno towerwarden recent updat iq increas leav group troop attk,-1,Negative,100,48
Super adventure game,super adventur game,5,Positive,3,3
Bcz I saw the LGBTQ poster,bcz saw lgbtq poster,0,Neutral,6,4
Very nice game,nice game,6,Positive,3,2
Good game for time pass,good game time pass,7,Positive,5,4
I so happy of des game,happi de game,2,Positive,6,3
Outstanding,outstand,0,Neutral,1,1
"All Okh But Builder base and Capital Base not Interesting,",okh builder base capit base interest,-3,Negative,10,6
good,good,5,Positive,1,1
Very good game awesome,good game awesom,7,Positive,4,3
Good,good,5,Positive,1,1
I hate COC,hate coc,-5,Negative,3,2
This game is so much thinks,game much think,2,Positive,6,3
It is very nice game and teach us that how to live,nice game teach us live,9,Positive,12,5
Nhaa...,nhaa,0,Neutral,1,1
Whenever I switch to my another account my coc is not opening plz solve this problem 😔😔😔,whenev switch anoth account coc open plz solv problem,-7,Negative,17,9
শাহাদাত,শহদত,0,Neutral,1,1
Very nice game I love this game now only after 5 years also. Best strategy game for me,nice game love game year also best strategi game,15,Positive,18,9
Vikivigneshvg.,vikivigneshvg,0,Neutral,1,1
Nays,nay,0,Neutral,1,1
Good,good,5,Positive,1,1
MY ACCOUNT WAS LOCKED AND THE HELP CENTRE IS NOT REPLYING ON MY CONCERN!!!,account lock help centr repli concern,0,Neutral,14,6
So nice experiment,nice experi,4,Positive,3,2
Good,good,5,Positive,1,1
Awesome app,awesom app,0,Neutral,2,2
"I loved this game once. But today after an attack -54 tropies. Literally, I am just in gold, and you are punishing me. Kindly reply",love game today attack tropi liter gold punish kindli repli,7,Positive,25,10
Best,best,0,Neutral,1,1
Game open help me,game open help,1,Positive,4,3
Special offers are expensive make it cheaper,special offer expens make cheaper,4,Positive,7,5
Osm gem,osm gem,0,Neutral,2,2
Good strategic game and original is original IFYKYK,good strateg game origin origin ifykyk,7,Positive,8,6
Uses a lot of Mobile Data for No reason,use lot mobil data reason,-7,Negative,9,5
Just Great!!,great,3,Positive,2,1
Nice,nice,4,Positive,1,1
nice,nice,4,Positive,1,1
Good,good,5,Positive,1,1
super,super,3,Positive,1,1
VERY GOOD GAME,good game,7,Positive,3,2
"Update 6.6.24: Matchmaking for war/war league is f***ing broken. Clan gets massively uptiered all the time, and it's impossible to make any progress there. Will still play, though... nothing else to do. Probably won't buy more passes though.",updat matchmak warwar leagu fing broken clan get massiv uptier time imposs make progress still play though noth els probabl wont buy pass though,0,Neutral,38,24
